id,age,gender,income,logincome,debt,love,nocheating,money,paypercent,logpaypercent
745,25,female,8883.984436,9.092005433,nodebt,8,8,9,32,3.465735903
746,18,male,8078.361284,8.99694432,nodebt,10,1,2,34,3.526360525
747,19,female,17837.48925,9.789057659,nodebt,10,3,1,39,3.663561646
748,20,male,1102.814421,4.632925626,yesdebt,3,10,10,82,4.406719247
749,22,male,18356.55064,9.817741773,nodebt,9,5,2,72,4.276666119
750,24,male,5584.53074,8.627755686,nodebt,10,10,3,94,4.543294782
751,23,male,16369.38759,9.703168259,yesdebt,10,1,6,14,2.63905733
752,18,male,25128.55342,10.13176006,yesdebt,2,9,9,87,4.465908119
753,25,female,19121.82351,9.858585554,nodebt,10,10,3,56,4.025351691
754,20,male,12822.7986,9.458980006,yesdebt,6,10,8,85,4.442651256
755,19,female,17518.12974,9.770991609,yesdebt,5,1,10,14,2.63905733
756,27,male,1746.526601,7.465384295,nodebt,10,10,8,17,2.833213344
757,27,female,10578.70436,9.266598237,nodebt,10,3,8,20,2.995732274
758,24,female,12850.66822,9.461151091,yesdebt,10,7,5,13,2.564949357
759,19,female,6447.136254,NA,nodebt,10,10,3,6,1.791759469
760,26,female,29120.54841,10.27919934,nodebt,2,10,7,61,4.110873864
761,18,female,17628.43719,9.777268627,nodebt,10,10,8,99,4.59511985
762,19,male,23384.05678,10.05980973,nodebt,10,10,4,89,4.48863637
763,24,female,14833.88359,9.604669274,yesdebt,9,10,4,58,4.060443011
764,25,female,18870.66946,9.845364115,nodebt,10,10,7,39,3.663561646
765,20,female,30263.67132,10.31770331,nodebt,10,10,9,85,4.442651256
766,19,male,15216.58003,9.630140904,yesdebt,10,10,5,44,3.784189634
767,18,female,17492.80857,9.769545137,nodebt,2,1,4,65,4.17438727
768,23,male,19358.90505,9.870907802,nodebt,5,10,9,92,4.521788577
769,20,male,18046.79245,9.800723244,yesdebt,5,10,2,85,4.442651256
770,27,female,20128.6,9.909896968,nodebt,10,10,6,75,4.317488114
771,22,female,13112.42857,9.481315805,yesdebt,6,10,2,3,1.098612289
772,23,male,12506.00488,9.433964198,yesdebt,10,10,10,70,4.248495242
773,18,female,5747.018658,8.656436505,nodebt,3,10,5,59,4.077537444
774,20,female,12325.78859,9.41944898,yesdebt,1,10,5,13,2.564949357
775,23,male,11665.98908,9.364432971,yesdebt,10,2,4,82,4.406719247
776,27,male,10389.80112,9.248579942,nodebt,4,10,9,63,4.143134726
777,25,female,19056.0917,9.855142104,nodebt,10,10,8,62,4.127134385
778,24,female,17353.58209,9.761554225,nodebt,10,10,3,22,3.091042453
779,23,female,6332.716738,8.753484608,yesdebt,10,10,5,36,3.583518938
780,26,female,11605.09145,9.359199199,yesdebt,9,4,7,3,1.098612289
781,20,male,17047.51411,9.743759672,nodebt,10,10,5,59,4.077537444
782,19,male,17787.27422,9.786238549,nodebt,8,10,7,77,4.343805422
783,23,male,15913.05457,9.674895093,nodebt,3,10,6,8,2.079441542
784,19,female,10150.33228,9.225261721,nodebt,8,2,4,56,4.025351691
785,26,male,28406.98784,10.25439044,yesdebt,2,6,10,67,4.204692619
786,26,female,18666.80956,9.834502336,nodebt,10,10,3,19,2.944438979
787,22,female,10128.20859,9.223079739,nodebt,10,10,4,90,4.49980967
788,18,female,24951.09975,10.12467318,nodebt,8,10,1,99,4.59511985
789,21,female,11662.07841,9.364097695,yesdebt,10,10,2,26,3.258096538
790,21,male,28512.72203,10.25810565,nodebt,2,10,8,1,0
791,23,female,15240.15357,9.631688906,nodebt,10,5,3,55,4.007333185
792,19,male,6556.861761,8.788267377,nodebt,1,7,7,84,4.430816799
793,20,male,18537.55347,9.827553871,nodebt,10,10,2,48,3.871201011
794,19,female,24875.84929,10.1216527,yesdebt,10,10,5,45,3.80666249
795,18,male,8545.654717,9.053178213,nodebt,2,10,5,60,4.094344562
796,25,male,6699.105016,8.809729217,yesdebt,3,10,5,25,3.218875825
797,19,female,17250.71194,9.755608694,yesdebt,10,10,9,4,1.386294361
798,25,male,1295.296422,5.687979673,yesdebt,10,10,1,100,4.605170186
799,24,female,12376.18923,9.423529682,yesdebt,5,10,4,70,4.248495242
800,22,male,10397.34871,9.24930612,nodebt,10,1,6,74,4.304065093
801,21,female,20277.11689,9.917248283,yesdebt,6,2,4,43,3.761200116
802,23,female,1252.440885,5.531177104,yesdebt,10,2,3,38,3.63758616
803,24,male,2816.996293,7.943426452,nodebt,10,8,5,30,3.401197382
804,25,male,12874.53901,9.46300692,nodebt,10,6,9,52,3.951243719
805,18,female,7870.905092,8.97092834,nodebt,10,9,6,93,4.532599493
806,25,male,17999.63805,9.798106928,yesdebt,6,10,10,71,4.262679877
807,20,female,12838.02331,9.460166618,yesdebt,10,8,9,1,0
808,25,male,10430.46343,9.252485979,yesdebt,3,10,2,35,3.555348061
809,21,male,26606.99632,10.18892948,nodebt,6,6,5,9,2.197224577
810,19,male,1563.284355,NA,yesdebt,10,8,6,10,2.302585093
811,22,male,34161.33729,10.4388498,yesdebt,10,9,10,2,0.693147181
812,27,male,16841.9971,9.731630874,yesdebt,10,10,7,42,3.737669618
813,27,male,9184.855166,9.125311229,nodebt,10,10,7,38,3.63758616
814,20,female,6164.426798,8.726550435,yesdebt,10,4,6,22,3.091042453
815,23,female,6470.315111,8.77498009,yesdebt,10,10,4,79,4.369447852
816,24,male,20723.85193,9.939040583,nodebt,10,10,3,86,4.454347296
817,25,female,23128.18563,10.04880731,nodebt,5,10,7,79,4.369447852
818,22,male,9407.935839,9.14930885,nodebt,5,8,3,77,4.343805422
819,23,female,23946.20208,10.08356501,yesdebt,5,3,7,86,4.454347296
820,23,female,16807.97819,9.729608945,nodebt,10,3,3,89,4.48863637
821,24,female,9992.552596,9.209595354,nodebt,5,3,1,71,4.262679877
822,24,female,25647.49629,10.15220124,nodebt,10,10,7,56,4.025351691
823,22,male,21041.28132,9.954241564,nodebt,10,10,10,75,4.317488114
824,18,female,5076.420764,8.532361718,yesdebt,10,8,7,20,2.995732274
825,20,female,21733.05684,9.986589737,nodebt,10,10,2,5,1.609437912
826,25,male,25696.3765,10.15410527,nodebt,10,1,3,65,4.17438727
827,19,male,13298.87944,9.495435058,nodebt,1,10,8,65,4.17438727
828,19,male,10267.63269,9.236751769,nodebt,10,8,10,94,4.543294782
829,24,male,21391.87528,9.970766469,nodebt,4,10,4,63,4.143134726
830,27,male,27392.86621,10.2180379,yesdebt,10,8,6,54,3.988984047
831,23,male,11400.91226,9.341448654,nodebt,7,6,3,63,4.143134726
832,22,male,18496.54434,9.825339201,yesdebt,8,10,8,83,4.418840608
833,21,male,29476.15214,10.29133681,yesdebt,10,9,4,39,3.663561646
834,22,male,13057.70829,9.477133912,nodebt,10,10,4,99,4.59511985
835,23,male,12105.11658,9.4013835,nodebt,10,6,9,55,4.007333185
836,18,female,9620.524761,9.171654091,nodebt,8,10,4,32,3.465735903
837,18,female,6338.636301,8.75441893,nodebt,10,10,9,90,4.49980967
838,25,female,4149.984889,8.330859972,nodebt,8,10,7,62,4.127134385
839,21,female,19746.25577,9.890719171,nodebt,10,10,10,55,4.007333185
840,27,female,12663.71523,9.446496115,nodebt,7,1,3,48,3.871201011
841,26,female,3688.545091,8.212987375,nodebt,10,4,4,1,0
842,20,female,19102.07336,9.857552161,yesdebt,1,7,9,8,2.079441542
843,25,male,10163.80126,9.226587791,nodebt,4,4,10,44,3.784189634
844,22,male,1292.956598,7.164686812,yesdebt,10,10,10,49,3.891820298
845,20,female,9667.674934,9.176543118,nodebt,8,10,3,58,4.060443011
846,20,female,6445.203971,8.771091563,nodebt,10,2,8,26,3.258096538
847,22,female,14359.60491,9.572174329,yesdebt,10,9,1,90,4.49980967
848,26,male,20985.97876,9.951609816,yesdebt,8,1,6,70,4.248495242
849,19,female,22938.29879,10.04056323,nodebt,3,10,3,19,2.944438979
850,21,male,18896.04267,9.846707797,yesdebt,10,4,10,96,4.564348191
851,19,male,8811.403781,9.083802046,yesdebt,9,6,1,40,3.688879454
852,18,female,18874.23505,9.845553046,yesdebt,10,1,4,94,4.543294782
853,23,male,6362.788356,8.758221981,nodebt,10,10,4,51,3.931825633
854,23,female,20678.05323,9.936828186,yesdebt,8,8,8,51,3.931825633
855,24,male,13687.97078,9.524272681,nodebt,10,3,2,75,4.317488114
856,24,male,11748.3625,9.371469148,yesdebt,9,3,5,94,4.543294782
857,23,male,19901.90695,9.898570833,nodebt,2,10,6,72,4.276666119
858,21,male,17839.48779,9.789169694,yesdebt,10,2,3,36,3.583518938
859,27,male,1388.149712,NA,yesdebt,10,10,10,12,2.48490665
860,18,male,1890.393798,NA,yesdebt,5,6,8,6,1.791759469
861,26,female,31519.23212,10.35835318,nodebt,10,9,4,89,4.48863637
862,27,male,16490.0868,9.710514679,nodebt,10,3,8,3,1.098612289
863,20,male,25817.16469,10.15879485,yesdebt,10,3,4,48,3.871201011
864,27,female,26390.97468,10.18077736,nodebt,10,2,10,8,2.079441542
865,26,male,14452.67756,9.578634975,yesdebt,10,7,10,16,2.772588722
866,23,female,4582.915729,8.430090697,nodebt,1,10,9,34,3.526360525
867,25,male,3591.543818,8.186337422,nodebt,9,10,8,58,4.060443011
868,20,female,4270.732848,NA,yesdebt,10,10,4,20,2.995732274
869,24,male,27586.23182,10.22507208,nodebt,5,8,6,29,3.36729583
870,27,male,14411.62969,9.575790777,yesdebt,10,6,10,38,3.63758616
871,24,male,21981.32659,9.997948581,yesdebt,10,1,6,93,4.532599493
872,25,female,13360.76872,9.500077984,nodebt,2,10,9,58,4.060443011
873,24,male,25089.53555,10.13020613,nodebt,10,10,2,9,2.197224577
874,22,male,17386.33153,9.763439632,yesdebt,10,10,2,26,3.258096538
875,22,male,17473.82053,9.76845907,yesdebt,10,10,4,20,2.995732274
876,26,female,12817.67176,9.458580104,yesdebt,10,10,10,5,1.609437912
877,27,female,14296.12653,9.567743908,nodebt,10,6,9,78,4.356708827
878,21,male,22407.0465,10.01713076,nodebt,1,10,5,97,4.574710979
879,19,female,6603.782341,NA,yesdebt,10,2,5,57,4.043051268
880,25,female,8155.959192,9.006504128,yesdebt,7,10,5,67,4.204692619
881,22,male,6167.713656,8.72708349,nodebt,10,10,8,26,3.258096538
882,22,male,11854.29832,9.380445808,yesdebt,10,4,10,51,3.931825633
883,24,female,6957.690855,8.847602925,nodebt,10,10,6,68,4.219507705
884,27,male,20457.1038,9.926085475,yesdebt,10,3,1,60,4.094344562
885,19,female,25187.02255,10.13408416,yesdebt,6,3,2,61,4.110873864
886,19,female,22416.39413,10.01754785,nodebt,10,3,8,94,4.543294782
887,24,female,23684.12978,10.07256047,yesdebt,10,7,7,83,4.418840608
888,18,male,21806.47527,9.989962235,nodebt,10,10,6,93,4.532599493
889,27,female,21929.70632,9.995597449,nodebt,10,10,8,57,4.043051268
890,23,female,7122.995177,8.871083587,yesdebt,10,10,5,69,4.234106505
891,26,female,1701.463708,6.553169163,yesdebt,8,10,7,23,3.135494216
892,18,male,32176.1562,10.37898097,nodebt,10,7,2,3,1.098612289
893,18,male,10129.27415,9.223184941,yesdebt,6,5,3,91,4.510859507
894,23,female,28456.79048,10.25614209,yesdebt,10,3,6,90,4.49980967
895,20,female,2040.124173,7.620765954,nodebt,7,10,10,37,3.610917913
896,18,male,13753.6379,9.529058643,nodebt,10,1,7,23,3.135494216
897,20,female,13958.51263,9.543844826,yesdebt,2,10,2,30,3.401197382
898,22,female,16343.63523,9.701593818,yesdebt,10,10,8,73,4.290459441
899,24,female,7367.668873,8.904856636,yesdebt,10,10,4,46,3.828641396
900,22,female,12445.1499,9.429086259,nodebt,4,10,7,93,4.532599493
901,25,male,21486.80338,9.975194229,nodebt,9,10,1,10,2.302585093
902,22,male,14539.57315,9.584629394,yesdebt,10,6,5,88,4.477336814
903,20,male,10453.81129,9.254721908,yesdebt,5,10,3,68,4.219507705
904,24,male,11287.90257,9.331486862,nodebt,9,10,8,28,3.33220451
905,18,female,34970.1531,10.46225021,nodebt,8,10,1,70,4.248495242
906,25,female,9547.681935,9.164053675,yesdebt,7,10,9,85,4.442651256
907,25,male,20112.19453,9.909081603,yesdebt,4,10,1,87,4.465908119
908,23,female,25266.98185,10.13725376,nodebt,8,10,5,86,4.454347296
909,19,female,6446.511166,8.771294359,nodebt,10,2,2,2,0.693147181
910,18,female,12069.89032,9.398469227,yesdebt,10,7,7,67,4.204692619
911,21,male,18319.96553,9.815746757,yesdebt,9,10,8,25,3.218875825
912,22,female,24720.91067,10.11540475,yesdebt,5,6,10,58,4.060443011
913,22,male,24094.91377,10.08975605,nodebt,10,10,4,11,2.397895273
914,18,male,14465.69124,9.579535003,nodebt,2,4,10,31,3.433987204
915,18,female,17914.16037,9.793346761,yesdebt,10,10,9,51,3.931825633
916,18,female,16557.70465,9.71460681,yesdebt,10,6,6,21,3.044522438
917,24,female,17119.49189,9.74797297,nodebt,2,10,8,88,4.477336814
918,27,female,13486.76324,9.509463982,nodebt,2,10,8,52,3.951243719
919,26,male,1139.796371,4.940186869,yesdebt,10,10,7,90,4.49980967
920,26,male,12820.33182,9.458787613,yesdebt,10,10,6,63,4.143134726
921,20,male,17304.54228,9.758724306,nodebt,10,10,4,95,4.553876892
922,19,female,18051.64083,9.800991864,yesdebt,10,6,9,53,3.970291914
923,27,male,14761.92372,9.599806423,nodebt,10,7,4,56,4.025351691
924,20,female,18270.4992,9.813042972,nodebt,10,10,3,37,3.610917913
925,18,female,13034.49958,9.475354935,nodebt,10,10,3,84,4.430816799
926,22,female,1161.182913,7.057194517,nodebt,10,10,7,2,0.693147181
927,27,male,13501.32835,9.510543356,nodebt,6,6,2,20,2.995732274
928,18,male,13959.03927,9.543882554,nodebt,10,2,6,11,2.397895273
929,24,male,4020.125766,NA,nodebt,1,10,10,21,3.044522438
930,25,male,22298.35367,10.01226813,nodebt,10,10,2,90,4.49980967
931,21,male,6159.07246,8.725681471,yesdebt,6,10,9,6,1.791759469
932,22,female,19899.9643,9.898473217,nodebt,10,10,6,21,3.044522438
933,26,female,16938.42881,9.737340214,nodebt,10,10,4,18,2.890371758
934,21,female,7228.966282,8.885851329,nodebt,9,10,3,27,3.295836866
935,20,female,16934.89865,9.73713178,yesdebt,10,10,4,97,4.574710979
936,24,female,25206.3254,10.13485025,nodebt,10,1,4,61,4.110873864
937,20,male,16470.23804,9.709310276,yesdebt,10,10,4,47,3.850147602
938,26,female,12693.85477,9.448873279,nodebt,10,4,6,73,4.290459441
939,20,female,15319.03658,9.636851555,yesdebt,10,8,2,40,3.688879454
940,19,male,12469.28146,9.431023415,yesdebt,8,10,1,49,3.891820298
941,23,male,2318.624991,7.748729613,nodebt,5,3,2,4,1.386294361
942,24,female,16286.63928,9.698100374,yesdebt,1,10,8,72,4.276666119
943,27,male,7606.116608,8.936708019,yesdebt,2,10,9,73,4.290459441
944,27,female,2384.851024,7.776891938,yesdebt,7,1,4,70,4.248495242
945,27,male,1553.202644,NA,yesdebt,10,10,5,66,4.189654742
946,20,female,11970.37021,9.390189726,nodebt,10,10,9,54,3.988984047
947,25,female,20074.94667,9.907227882,yesdebt,10,10,7,66,4.189654742
948,26,male,2833.47513,7.949259198,nodebt,10,9,4,59,4.077537444
949,21,female,9108.438318,9.116956551,yesdebt,9,10,7,19,2.944438979
950,18,female,18583.35063,9.830021331,yesdebt,10,10,3,21,3.044522438
951,19,female,4696.946326,8.454667859,nodebt,10,4,9,77,4.343805422
952,18,male,27035.70941,10.20491384,nodebt,10,1,3,5,1.609437912
953,27,male,8493.74464,9.047085247,nodebt,10,10,6,36,3.583518938
954,27,male,11252.85437,9.328377097,yesdebt,9,10,2,53,3.970291914
955,25,female,24655.71413,10.11276396,nodebt,10,10,7,12,2.48490665
956,26,male,19335.7833,9.869712715,yesdebt,10,10,9,91,4.510859507
957,24,male,21844.18636,9.991690095,yesdebt,10,8,9,10,2.302585093
958,25,female,5801.58042,8.665885646,yesdebt,10,10,5,20,2.995732274
959,21,female,23506.85303,10.06504728,nodebt,10,1,4,93,4.532599493
960,22,male,14938.80242,9.611717296,nodebt,10,7,3,66,4.189654742
961,18,female,18863.06788,9.844961209,yesdebt,10,6,5,8,2.079441542
962,26,female,15205.1676,9.629390622,yesdebt,8,9,1,20,2.995732274
963,26,female,13577.10568,9.516140247,yesdebt,6,10,8,94,4.543294782
964,26,female,31922.24753,10.37105846,yesdebt,5,10,1,42,3.737669618
965,25,female,4261.770708,8.357440012,nodebt,2,10,2,42,3.737669618
966,20,male,26433.32508,10.18238081,nodebt,10,3,6,83,4.418840608
967,18,female,12304.76053,9.417741502,nodebt,5,7,3,34,3.526360525
968,18,female,9095.460569,9.115530729,nodebt,5,10,4,85,4.442651256
969,23,male,20538.64058,9.930063297,nodebt,6,10,5,53,3.970291914
970,20,male,11699.91439,9.367336804,yesdebt,10,10,9,86,4.454347296
971,20,male,22300.96148,10.01238507,nodebt,8,4,10,53,3.970291914
972,22,female,7334.618067,8.900360619,nodebt,10,10,1,38,3.63758616
973,24,male,6424.28082,8.767839969,yesdebt,10,10,8,27,3.295836866
974,23,female,25184.2037,10.13397224,nodebt,5,10,2,72,4.276666119
975,23,female,20927.13009,9.948801687,yesdebt,5,10,2,5,1.609437912
976,21,female,13658.31035,9.522103432,nodebt,10,10,6,100,4.605170186
977,21,male,19030.15116,9.853779904,nodebt,10,8,9,65,4.17438727
978,25,male,15436.1433,9.644467006,nodebt,10,10,7,63,4.143134726
979,19,female,15615.02792,9.655989058,nodebt,10,10,7,88,4.477336814
980,25,female,11100.3293,9.314730054,nodebt,5,10,5,84,4.430816799
981,27,male,17159.30304,9.750295757,nodebt,1,10,3,7,1.945910149
982,19,female,14041.58554,9.549778602,yesdebt,10,9,10,52,3.951243719
983,22,female,25213.99872,10.13515462,yesdebt,10,4,7,30,3.401197382
984,27,male,1530.086198,7.333079351,nodebt,10,4,1,86,4.454347296
985,20,male,20286.53679,9.917712733,nodebt,10,10,10,7,1.945910149
986,25,female,10531.3338,9.262110263,nodebt,8,10,8,89,4.48863637
987,19,female,10630.44033,9.271476894,yesdebt,9,1,6,35,3.555348061
988,27,male,14598.75765,9.588691711,nodebt,4,10,3,45,3.80666249
989,26,male,26122.05627,10.1705353,nodebt,10,1,10,14,2.63905733
990,20,male,3601.260919,8.189039318,nodebt,4,10,8,34,3.526360525
991,19,male,7738.47931,8.953960476,nodebt,3,10,6,36,3.583518938
992,23,male,13230.36121,9.490269559,yesdebt,6,10,2,55,4.007333185
993,19,male,16381.60117,9.703914104,yesdebt,10,10,1,3,1.098612289
994,26,male,16547.49611,9.713990077,yesdebt,10,10,7,88,4.477336814
995,25,female,30749.62778,10.33363317,yesdebt,10,5,4,19,2.944438979
996,26,female,16806.49226,9.729520535,nodebt,5,10,6,5,1.609437912
997,25,male,14446.51165,9.578208256,yesdebt,5,10,4,18,2.890371758
998,20,male,16435.74559,9.707213851,nodebt,7,10,3,88,4.477336814
999,25,male,7807.433096,8.96283152,nodebt,10,2,1,93,4.532599493
1000,27,male,20895.5462,9.947291315,nodebt,10,10,3,81,4.394449155
1001,27,male,9037.999486,9.109193133,nodebt,5,10,8,32,3.465735903
1002,19,female,7572.57133,8.932287962,yesdebt,2,5,6,7,1.945910149
1003,22,female,18433.56764,9.82192861,yesdebt,10,7,9,53,3.970291914
1004,27,female,19483.75555,9.877336349,nodebt,10,10,9,3,1.098612289
1005,21,male,2382.727199,7.776000993,yesdebt,9,6,9,78,4.356708827
1006,19,male,25755.47414,10.15640247,yesdebt,10,10,10,16,2.772588722
1007,26,female,1189.241748,NA,nodebt,10,6,5,82,4.406719247
1008,27,male,23136.78961,10.04917925,yesdebt,6,10,10,42,3.737669618
1009,23,female,15533.40722,9.650748288,nodebt,5,3,7,11,2.397895273
1010,20,female,24415.88808,10.10298935,yesdebt,10,6,2,66,4.189654742
1011,21,male,19577.66267,9.882144535,nodebt,9,7,9,43,3.761200116
1012,24,female,26832.75092,10.19737847,yesdebt,9,10,3,8,2.079441542
1013,25,male,14991.27192,9.615223439,nodebt,1,10,4,21,3.044522438
1014,26,male,21839.65347,9.991482563,nodebt,10,10,10,50,3.912023005
1015,20,male,6163.045371,8.726326313,nodebt,10,2,8,56,4.025351691
1016,27,female,14134.43269,9.556369134,nodebt,9,4,5,79,4.369447852
1017,19,male,26271.74847,10.17624944,yesdebt,10,4,4,93,4.532599493
1018,22,male,20664.49479,9.936172279,yesdebt,1,10,7,17,2.833213344
1019,20,female,3082.110281,8.033369797,yesdebt,10,10,3,40,3.688879454
1020,24,male,10195.10861,9.229663336,nodebt,7,10,6,70,4.248495242
1021,23,female,16023.90299,9.681836823,nodebt,8,6,8,98,4.584967479
1022,19,female,8048.193822,8.993202975,yesdebt,5,9,4,59,4.077537444
1023,21,female,8835.742715,9.086560446,nodebt,10,1,6,34,3.526360525
1024,27,female,28549.0626,10.25937938,yesdebt,1,10,10,46,3.828641396
1025,22,female,6410.030485,8.765619306,nodebt,10,7,2,40,3.688879454
1026,22,female,16743.67388,9.725775787,nodebt,10,7,8,61,4.110873864
1027,27,male,21745.98774,9.987184548,nodebt,10,10,1,35,3.555348061
1028,18,female,16655.48552,9.720494902,nodebt,10,1,9,37,3.610917913
1029,27,male,13577.48334,9.516168063,nodebt,7,2,7,19,2.944438979
1030,24,female,20330.82796,9.919893632,nodebt,10,3,9,10,2.302585093
1031,20,male,11121.85324,9.316667212,yesdebt,2,10,6,52,3.951243719
1032,27,male,27637.04614,10.2269124,yesdebt,3,9,8,3,1.098612289
1033,25,female,10328.95674,9.242706564,yesdebt,10,10,9,17,2.833213344
1034,19,male,5703.311085,8.648802177,yesdebt,10,10,7,96,4.564348191
1035,23,male,11645.8827,NA,yesdebt,7,9,7,46,3.828641396
1036,27,male,17210.08379,9.753250758,nodebt,10,10,8,29,3.36729583
1037,22,male,6915.781281,8.841561221,nodebt,10,3,4,46,3.828641396
1038,25,male,15417.46459,9.64325621,yesdebt,2,7,7,89,4.48863637
1039,27,female,2511.447481,7.828614551,nodebt,10,10,3,33,3.496507561
1040,23,female,22773.87176,10.03336918,nodebt,10,8,3,13,2.564949357
1041,18,male,13189.66573,9.487188903,yesdebt,1,7,8,66,4.189654742
1042,24,female,23907.36564,10.08194188,yesdebt,10,10,5,9,2.197224577
1043,26,male,19116.5444,9.858309438,yesdebt,10,10,2,99,4.59511985
1044,19,female,22501.58061,10.02134084,nodebt,10,10,3,54,3.988984047
1045,24,female,19463.48954,9.876295658,nodebt,10,10,6,36,3.583518938
1046,23,male,16688.10227,9.722451306,nodebt,2,10,1,13,2.564949357
1047,20,female,27132.681,10.20849422,nodebt,10,7,4,66,4.189654742
1048,19,female,11534.13702,9.353066354,nodebt,8,1,1,92,4.521788577
1049,19,male,4617.268024,8.437558472,yesdebt,10,10,9,7,1.945910149
1050,25,female,31180.2348,10.34753967,nodebt,10,10,2,58,4.060443011
1051,25,male,12753.82889,9.453586811,nodebt,6,4,9,67,4.204692619
1052,22,male,22625.90803,10.0268509,nodebt,4,7,2,97,4.574710979
1053,18,male,12549.33672,9.437423092,yesdebt,10,10,8,96,4.564348191
1054,26,female,17066.09601,9.744849085,nodebt,6,10,6,3,1.098612289
1055,19,male,19212.25928,9.863303859,nodebt,9,6,9,11,2.397895273
1056,26,male,1073.300517,NA,nodebt,10,10,3,37,3.610917913
1057,18,male,17647.57599,9.778353715,yesdebt,5,4,2,68,4.219507705
1058,23,male,7451.262533,8.916138765,yesdebt,8,8,5,82,4.406719247
1059,20,female,30229.23635,10.31656483,yesdebt,10,10,5,49,3.891820298
1060,21,male,20449.8998,9.925733262,yesdebt,10,2,6,34,3.526360525
1061,22,female,24774.01784,10.11755072,yesdebt,9,10,10,78,4.356708827
1062,18,male,12779.49146,9.455596935,yesdebt,8,2,7,47,3.850147602
1063,18,female,15668.80045,9.659426782,yesdebt,8,9,2,58,4.060443011
1064,18,male,17658.10682,9.778950267,yesdebt,10,7,2,20,2.995732274
1065,27,male,18037.56191,9.800211636,yesdebt,10,10,9,53,3.970291914
1066,26,female,7334.338635,8.900322521,nodebt,10,3,2,9,2.197224577
1067,19,male,13180.8879,9.486523173,nodebt,10,9,7,93,4.532599493
1068,22,male,5200.43233,8.556497042,yesdebt,9,10,5,73,4.290459441
1069,18,female,26745.37738,10.19411693,yesdebt,9,10,2,59,4.077537444
1070,27,female,13187.61225,9.487033202,yesdebt,4,10,8,33,3.496507561
1071,21,male,20635.34476,9.93476065,nodebt,10,10,9,72,4.276666119
1072,26,male,13830.44943,9.534627921,nodebt,7,10,6,84,4.430816799
1073,22,female,21154.2478,9.959596006,yesdebt,2,10,8,88,4.477336814
1074,25,female,17921.8875,9.79377801,nodebt,6,10,6,53,3.970291914
1075,23,female,23370.68602,10.05923778,yesdebt,6,5,2,58,4.060443011
1076,22,female,22277.94271,10.01135235,yesdebt,4,10,3,10,2.302585093
1077,20,female,18878.53842,9.845781022,yesdebt,1,10,2,14,2.63905733
1078,23,female,11806.0049,9.376363571,yesdebt,7,7,3,44,3.784189634
1079,25,male,11439.59377,9.344835755,yesdebt,9,10,9,27,3.295836866
1080,25,female,19493.69352,9.877846283,yesdebt,1,8,4,23,3.135494216
1081,18,male,8619.939486,9.061833343,nodebt,10,10,2,26,3.258096538
1082,27,male,24275.2281,10.09721169,nodebt,6,10,8,37,3.610917913
1083,25,female,20034.80764,9.905226422,yesdebt,8,8,2,30,3.401197382
1084,25,female,18951.76125,9.849652148,yesdebt,6,9,3,89,4.48863637
1085,25,female,15569.77949,9.653087102,yesdebt,10,10,5,78,4.356708827
1086,22,male,22762.32021,10.03286183,nodebt,10,10,4,30,3.401197382
1087,26,male,17480.28201,9.768828783,nodebt,6,10,4,86,4.454347296
1088,24,female,13883.6115,9.538464395,nodebt,7,1,6,97,4.574710979
1089,27,male,12389.51093,9.424605501,yesdebt,8,10,3,9,2.197224577
1090,20,female,14049.52395,9.550343791,yesdebt,2,10,9,86,4.454347296
1091,19,male,22148.47115,10.00552375,yesdebt,5,8,1,5,1.609437912
1092,20,male,16688.91609,9.722500071,yesdebt,10,6,7,53,3.970291914
1093,21,female,11089.76165,9.313777588,yesdebt,1,10,6,96,4.564348191
1094,24,male,13237.0246,9.490773076,nodebt,10,10,5,58,4.060443011
1095,24,male,3369.966241,NA,nodebt,10,10,4,72,4.276666119
1096,26,female,17215.29821,9.753553698,nodebt,4,10,4,96,4.564348191
1097,20,female,22790.53014,10.03410038,nodebt,10,2,2,7,1.945910149
1098,27,male,5907.245913,8.683934997,nodebt,5,2,7,1,0
1099,22,male,15768.65708,9.66577952,yesdebt,10,8,3,100,4.605170186
1100,19,male,11117.20211,9.316248927,nodebt,4,2,8,99,4.59511985
1101,18,female,8692.807786,9.070251271,nodebt,10,10,6,3,1.098612289
1102,27,male,15702.71883,9.66158915,yesdebt,9,10,10,25,3.218875825
1103,26,male,9061.23251,9.111760428,yesdebt,10,10,1,11,2.397895273
1104,22,male,14381.14635,9.573673346,yesdebt,10,10,5,11,2.397895273
1105,20,male,25586.18252,10.14980774,yesdebt,1,10,7,20,2.995732274
1106,22,female,1388.304654,7.235838608,nodebt,7,10,10,36,3.583518938
1107,22,female,9612.175004,9.170785803,yesdebt,6,10,2,38,3.63758616
1108,25,female,11562.3463,9.355509089,yesdebt,10,10,3,15,2.708050201
1109,23,male,24982.95075,10.1259489,yesdebt,10,2,3,76,4.33073334
1110,22,male,22071.03945,10.0020216,nodebt,10,5,6,43,3.761200116
1111,21,female,14536.86439,9.584443074,yesdebt,10,10,4,85,4.442651256
1112,22,male,5181.405172,8.552831567,yesdebt,10,10,4,69,4.234106505
1113,25,female,17201.6263,9.752759211,nodebt,10,10,3,58,4.060443011
1114,27,female,15818.12578,9.668911763,nodebt,2,10,10,11,2.397895273
1115,19,female,19014.24165,9.852943538,yesdebt,8,10,10,4,1.386294361
